NDX,ADBE,AMD,ABNB,GOOGL,AMZN,AEP,AMGN,ADI,ANSS,AAPL,AMAT,ARM,ASML,AZN,TEAM,ADSK,ADP,BKR,BIIB,BKNG,AVGO,CDNS,CDW,CHTR,CTAS,CSCO,CCEP,CTSH,CMCSA,CEG,CPRT,CSGP,COST,CRWD,CSX,DDOG,DXCM,FANG,DLTR,DASH,EA,EXC,FAST,FTNT,GEHC,GILD,GFS,HON,IDXX,ILMN,INTC,INTU,ISRG,KDP,KLAC,KHC,LRCX,LIN,LULU,MAR,MRVL,MELI,META,MCHP,MU,MSFT,MRNA,MDLZ,MDB,MNST,NFLX,NVDA,NXPI,ORLY,ODFL,ON,PCAR,PANW,PAYX,PYPL,PDD,PEP,QCOM,REGN,ROP,ROST,SBUX,SMCI,SNPS,TTWO,TMUS,TSLA,TXN,TTD,VRSK,VRTX,WBD,WDAY,XEL,ZS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.010605044780725437,-0.014274189653537883,-0.02352427813365343,-0.007882195064471409,0.005428141310800161,-0.00973782115920796,0.002404429277504727,0.011096515309073629,-0.023866067257088175,-0.027705378978178152,-0.007487637695727245,-0.018915598697795355,-0.014654592769432706,-0.018900343789724938,-0.0011695913096539945,-0.029205431555407557,-0.02960017435637008,-0.0038984903767605994,-0.0002947648613675913,-0.015987445055875127,-0.020482317216105494,-0.02469187554068142,-0.021376931333822458,-0.015271664564186715,-0.012362382103047742,-0.019648152563968235,0.007781349870495502,-0.010979047202804293,-0.00981199497313645,-0.008243636517375474,0.005206043810686012,-0.01431270289416775,-0.03147674315731419,-0.009160102355387556,-0.010247473715223165,0.0011553879957213464,-0.023114386685659016,-0.02291006400782658,0.0201261189243942,-0.04083059028736391,-0.02788723270721305,-0.0005154282641317565,-0.007951632191327662,-0.023131387492446476,0.0012114866096069044,-0.00340450786004165,0.0028832989094607075,-0.016896543831660837,-0.021387559801511413,-0.023060499235904364,-0.05283039988163374,-0.015690323611660784,-0.02090240614927641,-0.02673879331003226,-0.02337423773601288,-0.013918825479932062,-0.0010492920774047843,-0.016508677336232402,-0.002124122117246774,-0.014563330163501975,-0.012621634854509511,-0.02423913755376672,-0.019069314870846954,-0.005255733384695316,-0.02298983731303339,-0.0009714212749158957,-0.0007279956308678948,-0.03484442816840294,-0.007583943770789858,-0.027913136612710332,-0.01894522286159328,0.003756691068569795,-0.012435676341147728,-0.023058218523679508,-0.0013438998945393132,-0.03172920488134012,-0.02627378109060352,-0.019115561964603844,-0.008479897871955688,-0.008738414656811355,-0.046046177326943605,0.022727256059223988,0.0002312685981131768,-0.018754942308278122,0.01387845034098767,-0.00652945956013562,-0.02113597106982834,-0.00469731540446694,-0.016850618286318286,-0.013167138922471455,-0.005399978902514979,0.0010499907664847097,-0.04013364984377277,-0.014888346840183697,-0.017991170264230583,-0.0053786684904957305,-0.00048675428986566516,-0.03087475655131733,0.0004845865640525915,0.0017332219736718724,-0.010029616579536382
-0.005283350358628924,-0.008289739968384557,0.005098929539399277,0.002248561354182721,-0.018211862375331345,-0.026267891590348702,0.00011996138601433337,0.008247802734856258,-0.015294298033106557,0.0027387752405543253,-0.01270001064063253,-0.01413011194442615,0.007068115176775969,-0.004378914466955264,0.006733024917942032,0.012588067412157233,0.007614752889424592,0.004946062695898368,-0.01975231533215449,-0.011957612967636755,0.0031297006004866734,-0.009040307859565555,-0.005286072049145996,-0.01021628410037101,-0.028241169598157256,0.003618895058113525,-0.008513018303577424,-0.004714145968001349,-0.0010859423815324787,-0.015700704597598647,-0.0042295753263251745,-0.0040572802472165215,-0.01631023956594757,0.0056771015361059,0.005279068926627772,0.0017311931243342293,0.005337115138708715,0.012970859162971582,-0.027158596611438268,-0.003949740638534371,0.001386423029397843,0.0019157899133717127,-0.004422402926999802,0.001771939558402158,0.009334501811074647,0.006043898092488176,0.011978875656904808,-0.020869845969055167,0.0018090094554825686,0.0064291901041051425,0.008362736123924686,-0.003825691057658731,-0.007307988089347295,0.0035388945878360722,-0.00015438945129564452,-0.011129434643700531,-0.007878319742455675,-0.007938309890656026,-0.00029363979371521687,-0.004056040035004371,0.004474041922548411,0.024162167462388195,0.012920003255208368,0.007692929709402607,-0.013834643843139038,0.005470290469763439,-0.007177624556500839,0.0007368007893311379,0.0,-0.028339339945502307,0.004001383856437224,0.00937779860189969,0.009018587255635868,-0.038504179284588824,-0.008381848232524858,0.010749882171056768,-0.039213222873369924,-0.012114131242758175,-0.011065777967069312,0.008644266814110013,-0.0030701057802584586,-0.008123474185088964,-0.008557306998342895,-0.01039245655129728,-0.005874291231940165,-0.012862610079427239,0.003709983189120747,0.003432397745549709,0.029076397117282715,-0.004508532185664049,0.002904082901466598,0.0013573975357619172,-0.0021807686270334248,-0.013614020389519643,-0.01327175667910463,0.005281017331199678,0.013245361823639223,0.004424795565566519,-0.004955169597620768,0.0023591367533102314,0.00042806476188728126
0.0014722201663093237,-0.004320628268712268,0.018895724049820428,0.016900945903416842,-0.004839185243064481,0.00463442024626004,0.00815450983735122,-0.0005608013152236246,0.0025797137700278583,-0.00023249967745320177,-0.004013105785357407,-0.0020762015068336304,-0.019593454450204995,0.004355311287564723,-0.005815647377762856,0.014720396156006954,0.0026210296536559596,0.006633532532512865,0.005112781039686265,-0.009220815689796602,-0.00345039397174729,0.0002573659328219957,-0.01254294888263896,-0.004835457101424079,-0.009447738637308523,-0.00879157049963497,0.0001996370944139514,-0.01283417708706358,-0.010191567640715493,0.00961758830986481,0.007628245712930859,-0.001929677396348084,-0.0009825820787748851,0.01181465090850331,0.007368259158783141,-0.0028802614503879997,0.02627854635390592,0.01764755391582762,0.000834301273446858,0.0008077589680406394,0.009691118401782495,-0.0026476813633001806,0.008051081306692298,-0.0033768101988316257,-0.000856297954841434,0.000652968427789391,-0.013849451580472683,0.003761402070308506,-0.006686122792784355,-0.0021170188457521055,-0.00722819122879359,0.00042666342029673565,0.0037490615836544006,-0.00238187595458883,-0.012357148929816764,-0.003898029341472764,0.0042350457165480915,0.001805450355459426,0.0012971581232736895,-0.00987901995258944,0.010908054325445615,0.03185808820544156,0.012801242025937576,0.013914466339643772,0.007074388022600964,0.008946907055544573,-0.0005162986416117343,0.02263941654302082,-0.0025928138560379344,0.008222761392388422,-0.0029457316174356096,-0.0012851367305373174,0.022896670974934308,-0.00981906907364638,-0.011113446799068782,-0.01410362129515741,-0.006561680052816987,-0.002026042744078138,-0.0013060188250269,0.0011031067504618797,0.028571396871635013,-0.008190108764570048,-0.014754748038561694,0.0041125417119649565,0.0010962868968891204,-0.002098463140955076,-0.0056923218549654875,-0.005986190793135782,0.011530477589412502,-0.010955149531652553,-0.004091614591382631,0.006592800506708629,-0.0018492295892124089,0.0038305593873684263,-0.011111142094681448,-0.0178609149366461,0.0008410575721471414,-0.013215909001156212,-0.004792567184552121,0.0,-0.0024723257164169787
0.021089726713094947,0.02825011140051581,0.05484190174850667,0.030151538699344727,0.02291319202964326,0.026576703830634596,0.0052336696859836,0.026006712186613656,0.013025990022124345,0.013223722646220404,0.024174893322935098,0.017181236801108835,0.08635336349892997,0.024881293338175237,0.012138058979734634,0.04197253418042912,0.025836496015143817,0.006589818755415866,-0.029323879725590918,0.00038780092144441447,0.016049868437846504,0.024369024083723545,0.036405352791031076,0.0194824403112126,0.01792042636056146,0.011901035488896206,0.007386658726472817,0.020275464323519232,0.011669506811364583,0.016031550512217052,0.006796270068888388,0.01697101887164787,0.0191788204846719,0.008658337585725429,0.05584737610311907,0.0020219846577655964,0.028105890130796896,0.04557187750360647,-0.0012184251592948225,0.009391841669539325,0.03913088471687609,0.0062681347672699506,0.010465318862255435,0.007905795371061064,0.05005139117771806,0.009658045285800387,0.008162246351830715,0.03854389386374235,-0.004274550836516289,0.012282337354865946,0.02437153975240136,0.03326942844394698,0.015890807988528488,0.019720884811046613,-0.0050046304359715466,0.03316120466899952,0.008170881927228146,0.03380683202438983,-0.0020288038661089303,0.0007737830952752045,0.026121770199626804,0.06992660808228734,0.02389479057551136,0.019065186372887677,0.019645076611831458,0.01797492494897801,0.01887153125871155,0.03887688614151941,0.008482615249837622,0.03574262304666309,0.007299238134561348,0.023140533428676946,0.06428084162837822,0.031353386976012754,0.0027447352067577757,0.023295152921646523,0.029590562529290487,0.023079364452908147,0.0232213179736922,0.012629251790291951,0.02694615394816413,0.006961061086182552,0.0010062431067447974,0.01682146712228505,-0.011268414665308035,0.01236791904455603,0.00973975354746437,0.012904587162564596,0.09636122949655679,0.03129063654653885,0.002085750320853119,0.00024478206699374283,0.012463646412957274,0.0208357866233988,0.019958581997380875,-0.0042361630567593345,0.006290504483043247,0.017857126131349155,0.026862358827491217,-0.002353584326024727,0.03951198056044336
0.0017315498327044043,0.009732192804863704,0.021069927386615506,-0.0039263495471763,0.015197416020614973,0.015224607114340927,-0.004496462957404246,-0.011644478752485754,0.0041273203554317295,0.015259751741698135,-0.0022634134133142636,-0.0034970655503158143,-0.0131795597575185,-0.006783734569183797,-0.004334523547018465,-0.0012309235987971734,0.002166106486453323,-0.00650448002458448,-0.025277306908144892,-0.008295273111492696,0.007620909444670199,0.007108049614722889,-0.0006109108467494684,-0.00013757166835526302,-0.027080555065996936,0.0006506243507642395,-0.01089967726978891,-0.012287563163774662,-0.0071923100944680796,-0.010290318296136691,-0.004614194883913569,-0.001267456127959754,0.009891431601098732,0.008296963178977101,0.04780308593358984,-0.0023061130662037632,0.01618448893229174,0.0005399372274417225,-0.019260469490298693,0.0034163403132372316,0.04598057818762835,0.009233383620082414,-0.006813800962640948,0.0009604785620775935,-0.03036233833849944,-0.009048599692469295,0.024645813358346258,0.0037800241086243247,-0.005082395708001952,0.016692322391192116,0.04548856319508787,-0.00825602757514643,0.012887560836434941,0.005169410334960212,0.005344188338862077,-0.010704695971215927,0.007843099205027348,-0.006788562751701144,-0.003918697049259401,-0.011740089937066656,-0.007667691895589246,-0.009982848944354195,-0.0014343804269129068,-0.003429461639213316,-0.0035029493019754776,-0.019070030215442624,0.0029357703500216825,-0.045564813106273694,0.0004071311231175212,0.000739856705681996,0.01345760190329437,-0.006061485781921783,0.01697526153954021,-0.002168049540274164,-4.308255624141388e-05,-0.004965443351181542,-0.01167569455484041,-0.009712754687163372,0.03772025363638809,-0.006696304981303913,-0.011175938170518429,0.01985762531467694,-0.011471846682560294,0.0061858119444586634,-0.00021044041332030083,0.00518172127768346,0.000662780542665109,-0.011678581296543422,0.07321722335583791,0.00378011938343481,0.004289188617177642,-0.0012850746010778513,-0.02283214932024613,0.0005340345500834953,-0.007827234849226317,0.008637345512198857,0.004509483371007095,-0.03245613139825543,0.010551787415004288,-0.004875841769826361,0.03741397604293217
0.0068561439354604126,0.00823953768212804,-0.004823805756405508,0.001648360421065087,0.00943590649632764,0.015590940651907248,-0.018899426944542275,-0.008754713916649282,-0.007325059692457447,0.0025709086400567127,0.005671411553801908,-0.008077866730486938,-0.015442413087999651,0.0025699348063910055,0.009577601282367176,0.037866568408626344,0.012120700665260165,0.000297578887094474,-0.01233399614570696,-0.006292998098019309,0.009148075150807733,-0.0017737670826329932,0.005768900728271298,0.009579322388866052,-0.004367720397012498,0.004294183214466285,0.006611873650815614,-0.0023038483387891606,0.0025969864233468254,0.004621086758969328,-0.005494011291965251,0.013747917568972756,-0.012064048274054606,0.008363591118142555,0.030207911250772712,0.0026003182745022446,-0.008169647312067707,-0.013107147172259248,-0.009164618554962867,-0.003042583232199414,0.02464816313355267,-0.0006534537153638498,0.005488481077598362,0.008795752331542728,0.03316493864310055,-0.00639189699475029,-0.01812673174552626,-0.021225571767112483,0.003818808643998306,0.0021698471262632246,0.006368929841755522,-0.012070748808967524,0.005816417787672279,0.1025230363587184,-0.006566576572242688,-0.0004494571524504831,-0.017120663056735763,-0.003098367711674821,-0.001991705141010436,-0.0033147050295163627,0.001280434418946097,-0.0006302043938033464,0.01577540067536143,0.036482752106322236,0.0011718451689695097,-0.011400471996988015,0.018574087891568558,-0.006534772360763053,-0.008950392916692751,0.03807457157303751,0.002894078380791587,-0.00779939387705042,0.022769955276469078,-0.0019839990053373002,0.009322085517099232,0.0006652479310977899,-0.0184343527385199,-0.0023201665968723972,0.052160249682984716,0.0018539524309935107,-0.0014742039920166983,-0.008572523410144806,-0.0014955031227069648,-0.004146248652983742,0.003844033603717989,-0.0022953559369836007,0.0004415233290158138,0.004404389813822407,-0.003927563259404687,0.006595328652434951,-6.277167918167237e-05,0.0005513333721560709,-0.004341182513256769,-0.008183573588413817,0.0004383697593748348,-0.0032378805443536995,0.006531911204512575,-0.005439661595188494,0.003589261866748128,-0.008692882770923172,-0.003800939765007949
0.0016584008312590104,0.010930004597541565,-0.0035006667374100076,-0.002218070769733682,-0.0014055903232084166,0.009432101662268044,-0.025926708190632253,-0.004826569759094457,0.0031322774447724022,0.00825684302065377,-0.003222518554592879,0.014284900867259198,-0.014130281862857363,0.0010309829356760503,-0.005605867737058734,-0.008394426908802988,0.0076626183575201345,0.00021250253348115145,-0.0019212439512529267,-0.027612748816607913,0.008840977766790381,0.017962802669082123,0.013408792252342261,0.004085899256003334,0.0016893599923364366,0.0020953286088782885,0.003980882181104484,0.009082570397578316,0.02085883253873022,-0.00482983104748258,-0.025377650585514333,-0.002295026281059376,-0.007254243510609992,0.0012188030304396413,0.008793009479557634,-0.0037464095381327667,0.005740866943971357,0.007265567779541016,0.00019824453001748843,-0.01743928194766109,-0.015247590082350326,0.0007992620962975483,-0.011735747317606404,0.0045973591944938885,0.014339271361108574,0.0010502760760064955,0.010532343055376758,-0.00402237742232936,-0.0036067493841700493,0.008065155559040305,0.002702196546930491,0.0035812480587593676,1.651791977752559e-05,-0.005871901706020255,0.005665759665173464,0.010879611685221668,-0.008181455846074104,0.014019191701462042,0.00019704892488836556,0.0028506607424363395,0.0009260768542083131,0.03846767376609761,-0.004054650554489725,-0.0021594431848978024,0.0030429591458018823,0.012260269837215176,0.0048593803484406894,-0.024346801916841687,-0.004105025328879686,-0.0013989261134608189,-0.0047529923616045355,0.02905948781022638,0.008684493609414368,0.0009466326001756897,0.008606051640219992,-0.005575074144168468,-0.015606405179875549,0.0,0.02341103477559603,0.0021027669801667592,0.006397627879029644,0.0143441206155146,-0.004732703247916192,-0.0020098676736189924,0.010825900336947525,0.003960095330748814,0.0059575386151105025,-0.0059893094940336455,0.00271634798044329,-0.013302191927889728,0.01463467416626063,-0.006858863110346558,-0.028725319101363445,-0.009865557633511601,-0.005841143491100653,0.0010685598873794167,0.014914047246072482,-0.039197839080111985,0.007803199599581534,-0.027423494754850397,0.01384210497099403
0.0007145593262474215,-0.001590005226127067,-0.009863577028276227,-0.01656505994368085,0.004011689474434421,-0.0036086969005325598,0.01355711462928011,0.011250414832613354,-0.003175323573486044,-0.03161071379435609,0.0017781028348382577,-0.004606798579401272,0.0032965940662181836,-0.0073901281515385,0.0034692127088644664,-0.021308240766750197,0.007438223936510058,0.0025920064737867676,0.011228788086682595,0.0036810338522161867,-0.01404178505733944,0.00700006169308276,0.006409503355858215,-0.009178496729117525,-0.007398947981151149,0.008074792549319199,-0.001982510053770703,0.025629311456461634,0.04126611757103604,-0.0064709084259829686,0.0,-0.005227938134576338,0.015710643112146316,0.014341412842291401,-0.004112129043067125,0.008388845896515118,0.017538077388747686,-0.03048160163681979,0.016183269026629032,0.003993442399482294,0.0014425263670119204,0.001306717582826078,-0.0038663833035517126,0.002367032613476816,0.003052186774441523,-0.0006559091423596897,0.011593902169101389,0.007726051287348046,-0.0028262809601494743,-0.04191806666116815,-0.021062403185930334,-0.010915329694646703,0.005076154913370434,0.0038640774638243336,-0.0012520320105773308,-0.00272189947662671,0.002661081921169206,-0.0006971656966501261,0.007291422095096589,-0.011411404011601789,-0.006520437011673597,-0.0028844603209776665,0.04203099874737748,0.013038685817584827,-0.0033837592216729995,-0.011991751318002564,0.009983607561774077,-0.007912367013353627,0.004671652768215795,-0.00257261780418494,0.00716353677799475,-0.0001422248189997255,-0.0020430569644371843,-0.011253529259022677,0.008945503793172938,7.706566112530844e-05,-0.012898012636524236,-0.005813946394361502,0.005409750078301023,0.004868148653522475,-0.0057049467453325065,-0.01784178230075273,0.006862075745721619,0.008415492040419581,0.01881070565084131,0.0033621162810828498,-0.0013892073683405837,-0.01032924083692055,-0.010923072034006553,-0.00814508210928222,0.0008666546704658717,0.0022814644640576365,-0.036660513098772496,-0.004408191240671155,-0.016451273743520067,0.010930363016150357,0.007719511318532213,0.010436400102026733,0.015306265888760384,0.0050820020023500945,0.00984596515811953
-0.00013123001744508311,0.0019110448426395976,0.08310595071960769,-0.01545861985287078,-0.0011215342511349258,-0.009442449238027617,-0.006258286041160965,-0.009885414868917586,-0.0030261254347369038,-0.055010381419509535,-0.012317117456743909,0.016594973266111035,-0.02171423775809156,-0.009421955507604496,-0.03097091914394534,0.01502108674512126,-0.0038772580099830645,-0.002839555638603608,-0.02696700017988707,-0.007778464911180172,0.00037126178245383556,0.006572398654693057,0.03374300766701577,0.00721003772779838,0.009427247188121601,-0.007470512437740995,0.004966159338845477,0.0004462399580236198,-0.022701031658892368,0.0023259479620330037,-0.009742296191482924,0.006937183795916457,-0.019664260906992248,-0.0025613792395474677,0.010375868636234298,-0.0034423004482376784,0.006422771670953953,-0.0043200073242187775,-0.01742057151540377,0.0014732779546569041,-0.00105637773219025,-0.005582959925191755,-0.01025770284782157,0.003935779062674394,-0.007046743055512672,-0.015754256334509442,-0.004514940629952946,-0.031015835480526888,-0.01655900837046398,-0.028563916110834975,-0.02100842436930861,-0.001273199338517217,-0.013026928578765307,-0.003794245182244138,-0.0025070202723488366,0.01105938296606368,-0.001857886898057326,0.001934953249145721,-0.005551287484332534,-0.019189880835579043,0.003725033479616391,-0.0024362296129538663,0.008495272018203659,-0.01877223434282138,-0.0029271662568192136,0.026944964910563307,0.004633499663077689,-0.03577152803491146,-0.0036925757632464418,0.03536864126519945,-0.01490264317502199,-0.022187933490083966,0.030561231677362466,-0.0005737678396587897,0.039021680205521214,-0.015609321389864261,0.0044916540842754316,0.0,0.02093837708482993,0.0007518158881496539,-0.041803266181320464,-0.03680280590057139,-0.006576242093232931,0.006561897121906801,0.004414911126547905,0.005765752535911162,0.0036609301513572667,0.007827722271625426,-0.03902110710697981,0.03090614677979997,0.0012370869377285043,0.003322287202193852,0.004659894354722027,-0.0060046707407670485,-0.04778973725645552,0.0010980252314025662,0.00943700137399528,-0.02816894345597587,-0.008296764817683266,-0.006524234601518297,0.006109929268171221
